Beyond The Guitar | Ancient Stones (From "The Elder Scrolls V: Skyrim") | 2018-06-01
Beyond The Guitar | Concerning Hobbits (From "The Lord of the Rings: The Fellowship of the Ring") | 2018-01-25
Beyond The Guitar | Dragonborn (From "The Elder Scrolls V: Skyrim") | 2018-01-25
Dr. Dre; Snoop Dogg | Still D.R.E. | 1999-11-16
Eminem | Lose Yourself - From "8 Mile" Soundtrack | 2004-01-01
Eminem | The Real Slim Shady | 2000-05-23
Andy Timmons | Electric Gypsy | 2015-09-16
Oasis | Half the World Away - Remastered | 1994-08-29
John Lennon; Yoko Ono | Happy Xmas (War Is Over) - Ultimate Mix | 2020-10-09
fox capture plan | 夜間航路 - Album Mix | 2020-11-04
Big George | Handbags and Gladrags - Instrumental | 2009-07-13
Karen O; Willie Nelson | Under Pressure | 2020-10-28
Jason Anick; Jason Yeager | Something | 2017-03-10
Ennio Morricone | Man with a Harmonica | 2016-08-19
Ennio Morricone | Once Upon a Time in the West - Main Theme | 2016-08-19
Stereophonics | Handbags And Gladrags | 2001-01-01
Frédéric Chopin; Berkay Bayram | Waltz in A minor, B. 150 | 2020-03-30
Emil Ernebro | En Vänlig Grönskas Rika Dräkt | 2020-12-14
Emil Ernebro | Jag Vet En Dejlig Rosa | 2020-12-14
Emil Ernebro | Värmlandsvisan | 2020-12-14
Emil Ernebro | Visa Från Utanmyra | 2020-12-14
Emil Ernebro | Emigrantvisa | 2020-12-14
Emil Ernebro | Tryggare Kan Ingen Vara | 2020-12-14
Emil Ernebro | Blott En Dag | 2020-12-14
Emil Ernebro | Fjäriln Vingad Syns På Haga | 2020-12-14
Emil Ernebro | Uti Vår Hage | 2020-12-14
Emil Ernebro | Den Blomstertid Nu Kommer | 2020-12-14
Creed Bratton | All The Faces | 2003-01-01
Dan Wilson; Kronos Quartet | Someone Like You | 2017-06-02
Joan Chamorro | Lullaby of Birland | 2012-10-14
Joan Chamorro | Bésame Mucho | 2012-10-14
Joan Chamorro | Love Me or Leave Me | 2012-10-14
Joan Chamorro | My Funny Valentine | 2012-10-14
Joan Chamorro | Lover Com Back to Me | 2012-10-14
Joan Chamorro | Moon River | 2012-10-14
Andrea Motis; Joan Chamorro; Bobby Gordon; Ignasi Terraza | On the Sunny Side of the Street | 2010-09-13
Andrea Motis; Joan Chamorro; Iscle Datzira; Eva Fernández; Olivier Roque; Josep Traver | Dream a Little Dream of Me | 2010-09-13
Andrea Motis; Joan Chamorro; Ignasi Terraza | Over the Rainbow | 2010-09-13
Andrea Motis; Joan Chamorro; Iscle Datzira; Eva Fernández; Josep Traver; David Mengual; Oliver Roque | Lousiana Fairy Tale | 2010-09-13
Billie Holiday | Gloomy Sunday | 2003-04-25
Andrea Motis; Joan Chamorro; Scott Hamilton; Ignasi Terraza; Esteve Pi; Josep Traver | Lullaby of Birdland | 2013-11-26
Super Guitar Bros | Lon Lon Ranch | 2018-02-22
Super Guitar Bros | Gerudo Valley | 2018-02-22
Sarah McLachlan | Ol'55 | 1993
Taken By Trees | Open Field | 2007-06-18
Akira Yamaoka | Promise | 2001-10-03
Young the Giant | My Body - 2020 Remaster | 2010-10-25
Cantovano and His Orchestra | Waltz for Peppy - The Artist | 2014
Maaya Sakamoto | Here | 2003
Archive | You Make Me Feel | 1999-01-01
London Theatre Orchestra & Cast | Shake a Tail Feather | 2019-04-05
Megan Mullally & Supreme Music Program | Ruby's Arms | 1999-04-01
Joe Bonamassa; Beth Hart | Chocolate Jesus | 2011-09-27
Flatt Lonesome | Where Do You Go | 2017-09-29
Sarah Jarosz | Build Me Up From Bones | 2013-01-01
Jay Ungar; Evan Stover; Matt Glaser; Molly Mason; Russ Barenberg | Ashokan Farewell | 2005-07-19
Carpenters | Desperado | 1975-06-06
Carpenters | The Rainbow Connection - Outtake | 2001-08-01
Billie Joe Armstrong; Green Day | Kids in America | 2020-11-27
Brandy Clark | Hold My Hand | 2013-10-22
The Silent Comedy | Bartholomew | 2010-04-13
The Bathysphere Rapture | She's Got You (From "Bioshock Infinite") | 2015-08-30
Sibylle Baier | Forget About | 2006-01-01
Taylor Davis | Elizabeth's Theme Medley (Bioshock Infinite) | 2013-04-23
Geek Music | Bioshock Infinite - After You've Gone - Main Theme - Clean Sound | 2019-04-05
Dieuzy's Dixieland Band | Ain't She Sweet (From "Bioshock Infinite") | 2015-08-30
Django Reinhardt; Stéphane Grappelli | La mer - Beyond the Sea | 2001-03-13
Nico Vega | Beast | 2011-01-24
Gheorghe Zamfir | The Lonely Shepherd | 2003-09-23
HOTEI | Battle Without Honor Or Humanity | 2003-09-23
The Human Beinz | Nobody But Me | 1968-01-01
John Williams; London Symphony Orchestra | Finale | 1980-01-01
John Williams; London Symphony Orchestra | Yoda and the Force | 1980-01-01
John Williams; London Symphony Orchestra | Yoda's Theme | 1980-01-01
John Williams; London Symphony Orchestra | The Throne Room and End Title | 1977-01-01
John Williams; London Symphony Orchestra | The Princess Appears | 1977-01-01
John Williams; London Symphony Orchestra | Cantina Band | 1977-01-01
John Williams; London Symphony Orchestra | Princess Leia's Theme | 1977-01-01
John Williams; Itzhak Perlman; Boston Symphony Orchestra | Theme From Schindler's List | 1993-01-01
Floor Jansen | Let It Go | 2021-01-08
Hoobastank | The Reason | 2003-12-09
YUI | again | 2012-12-05
Yugo Kanno | il vento d'oro | 2018-12-19
Yoko Takahashi | The Cruel Angel's Thesis | 2020-12-04
Taylor Davis | Sadness and Sorrow (Naruto) | 2012-05-20
Mika Arisaka | 月迷風影 | 2002-05-22
Every Little Thing | Grip! | 2003-03-19
Jane Bordeaux; Alon Eder | Isn't It A Pity - Live | 2020-12-31
Jane Bordeaux; Red Band | קולנוע לב - Live | 2020-12-31
Jane Bordeaux; Rotem Bar Or | The Call - Live | 2020-12-31
Jane Bordeaux | After You've Gone - Live | 2020-12-31
Jane Bordeaux | Don't Think Twice It's All Right | 2020-12-31
Mostly Autumn | Run for the Sun | 2019-03-01
Trans-Siberian Orchestra | Christmas Eve/Sarajevo 12/24 | 1996-10-15
The Dolly Rocker Movement | The Ecstacy Once Told | 2010-02-22
Soen | Lucidity | 2017-02-03
Blind Guardian | Merry Xmas Everybody | 2020-12-18
Tal Cohen Shalev | It's a Drag | 2012-03-22
Tal Cohen Shalev | Everyday | 2012-03-22
Tal Cohen Shalev | Prologue Part Two | 2012-03-22
Tal Cohen Shalev | Mirror Man | 2012-03-22
Tal Cohen Shalev | Big Engine | 2012-03-22
Tal Cohen Shalev | Untitled | 2012-03-22
Tal Cohen Shalev | Times | 2012-03-22
Tal Cohen Shalev | Song is Everywhere | 2012-03-22
Tal Cohen Shalev | Among the Reeds | 2012-03-22
Tal Cohen Shalev | Bugle John (revisited) | 2012-03-22
Tal Cohen Shalev | Dance of the Village Idiot | 2012-03-22
Tal Cohen Shalev | Now and Then | 2012-03-22
Tal Cohen Shalev | Wasted a Song | 2012-03-22
Tal Cohen Shalev | Prologue Part One | 2012-03-22
Tal Cohen Shalev | Bird Inside a Cage | 2012-03-22
Tal Cohen Shalev | Born on the Wind | 2009-12-09
Tal Cohen Shalev | Bugle John | 2009-12-09
Tal Cohen Shalev | Lady Muse | 2009-12-09
Tal Cohen Shalev | Into Myself | 2009-12-09
Tal Cohen Shalev | Factory Girl (Song for Edie Sedgewick) | 2009-12-09
Tal Cohen Shalev | Two Years | 2009-12-09
Tal Cohen Shalev | Not No More | 2009-12-09
Tal Cohen Shalev | Beggar's Song | 2009-12-09
Tal Cohen Shalev | Heartaches and Ashes | 2009-12-09
Tal Cohen Shalev | Gods and Men | 2009-12-09
Matt Maltese | As the World Caves In | 2017-03-06
Darren Korb; Ashley Barrett | Signals (feat. Ashley Barrett) | 2014-05-20
Darren Korb | Interlace | 2014-05-20
Darren Korb | Heightmap | 2014-05-20
Darren Korb; Ashley Barrett | In Circles (feat. Ashley Barrett) | 2014-05-20
Darren Korb | Water Wall | 2014-05-20
Darren Korb | Vanishing Point | 2014-05-20
Darren Korb | Coasting | 2014-05-20
Darren Korb | Stained Glass | 2014-05-20
Darren Korb | Old Friends | 2014-05-20
Darren Korb | Lament of Orpheus (Underworld Mix) | 2020-09-16
Darren Korb; Ashley Barrett | Good Riddance (Eurydice Solo) | 2020-09-16
Mashina Vremeni | Наш Дом | 1997
Villagers | A Trick of the Light | 2018-09-21
Jason Hayes; Glenn Stafford | A Call To Arms | 2004-11-23
Sergei Rachmaninoff; James Rhodes | Prelude in C-Sharp Minor, Op. 3 No. 2 | 2015-10-02
Jake Lefkowitz | Pride and Penance | 2020-11-23
David Arkenstone | "Night Embrace You" | 2020-11-23
The Wallflowers | One Headlight | 1996-01-01
Blind Guardian | Wheel of Time | 2010-07-29
Europe | The Final Countdown | 1986
Arik Einstein | Here There and Everywhere - יסמין - רימאסטרינג | 2018-08-24
Arik Einstein; Miki Gavrielov | סע לאט - סע לאט - רימאסטרינג | 2018-08-24
Arik Einstein; Shalom Hanoch | אבשלום - שבלול - רימאסטרינג | 2018-08-24
Arik Einstein; Shalom Hanoch | קח לך אישה - שבלול - רימאסטרינג | 2018-08-24
Porcupine Tree | The Incident | 2009-01-01
Mashina Vremeni | За тех, кто в море - Live | 2020-04-10
Ayreon; Marko Hietala; Tommy Karevik; Troy Donockly | Quid Pro Quo (feat. Troy Donockly, Tommy Karevik, Marko Hietala) | 2013-09-25
Ayreon; Tommy Karevik | The Lighthouse (feat. Tommy Karevik) | 2013-09-25
Ayreon; Cristina Scabbia | Mirror Of Dreams (feat. Cristina Scabbia) | 2013-09-25
Nightwish | All the Works of Nature Which Adorn the World - Anthropocene - Including "Hurrian Hymn to Nikkal" | 2020-04-10
Nightwish | All the Works of Nature Which Adorn the World - Quiet as the Snow | 2020-04-10
Habiluim | אוטו זבל (קח אותי איתך) | 2003-08-13
Shlomo Artzi | Tetaaru Lachem | 2007-07-22
Shlomo Artzi | Yareach | 1992-03-01
SEATBELTS | Piano Bar Ⅰ | 1998-06-03
SEATBELTS | Farewell Blues | 1999-05-01
SEATBELTS | Goodnight Julia | 2001-08-29
SEATBELTS | Rain - Demo Ver. | 2001-08-29
SEATBELTS | Memory | 1998-05-21
SEATBELTS | Digging My Potato | 1998-05-21
SEATBELTS | Felt Tip Pen | 1998-05-21
SEATBELTS | Too Good Too Bad | 1998-05-21
SEATBELTS | Space Lion | 1998-05-21
SEATBELTS | Waltz for Zizi | 1998-05-21
SEATBELTS | Cosmos | 1998-05-21
SEATBELTS | Cat Blues | 1998-05-21
SEATBELTS | Bad Dog No Biscuits | 1998-05-21
SEATBELTS | Spokey Dokey | 1998-05-21
SEATBELTS | Rush | 1998-05-21
SEATBELTS | Tank! | 1998-05-21
Mai Yamane | Don't Bother None | 1998-10-21
Gabriela Robin | Green Bird | 1998-10-21
SEATBELTS | Forever Broke | 1998-10-21
Tulivu-Donna Cumberbatch | The Singing Sea | 1998-10-21
DragonForce | Through The Fire And Flames | 2006-01-09
Kenneth Pattengale & Joey Ryan; The Milk Carton Kids | Queen Jane | 2011-03-15
Kenneth Pattengale & Joey Ryan; The Milk Carton Kids | Like a Cloak | 2011-03-15
Kenneth Pattengale & Joey Ryan; The Milk Carton Kids | Girls, Gather 'Round | 2011-03-15
Colin Meloy | Blues Run the Game | 2015-01-09
Marcus Mumford; Punch Brothers | Farewell | 2015-01-09
Joan Baez; Dirk Powell | House of the Rising Sun | 2015-01-09
Keb' Mo' | Tomorrow Is a Long Time | 2015-01-09
Oscar Isaac; Punch Brothers; The Secret Sisters | Hang Me, Oh Hang Me | 2015-01-09
Lake Street Dive | You Go Down Smooth | 2015-01-09
The Secret Sisters; Punch Brothers | Tomorrow Will Be Kinder | 2015-01-09
Gillian Welch; Dave Rawlings Machine; Willie Watson | I Hear Them All / This Land Is Your Land | 2015-01-09
Gillian Welch; Dave Rawlings Machine; Willie Watson | The Midnight Special | 2015-01-09
Punch Brothers; Gillian Welch; Dave Rawlings Machine | Will the Circle Be Unbroken? | 2015-01-09
Jack White | We're Going to Be Friends | 2015-01-09
Punch Brothers | Rye Whiskey | 2015-01-09
Punch Brothers | Tumbling Tumbleweeds | 2015-01-09
Mike Marshall; Hamilton De Holanda | Autumn Leaves | 2006-10-10
Mai Yamane | The Real Folk Blues | 1998-06-03
Catch This Beat | Wonderwall | 2012-10-28
Tommy Emmanuel | Somewhere Over The Rainbow | 2005-03-08
Tommy Emmanuel | Michelle | 1994-05-13
Tommy Emmanuel | Amazing Grace - Live | 2008-04-29
Tommy Emmanuel | House Of The Risin' Sun - Live | 2008-04-29
Tommy Emmanuel | Georgia On My Mind - Live | 2008-04-29
Tommy Emmanuel | Workin' Man Blues - Live | 2008-04-29
Tal Cohen Shalev | מוקדם ומאוחר | 2015-07-21
John Mayer | Slow Dancing in a Burning Room | 2006-09-11
Porcupine Tree | Sleep Together | 2007-01-01
Porcupine Tree | Sentimental | 2007-01-01
Porcupine Tree | Way out of Here | 2007-01-01
Porcupine Tree | My Ashes | 2007-01-01
Porcupine Tree | Anesthetize | 2007-01-01
Porcupine Tree | Fear of a Blank Planet | 2007-01-01
fox capture plan & bohemianvoodoo | Golden Forest | 2016-12-07
Moonshine | כביש 90 | 2020-10-18
Nightwish | Stargazers - Live in Tampere, 2015 | 2016-12-09
Nightwish | Higher Than Hope | 2004-06-07
Nightwish | The Siren | 2004-06-07
Amaranthe | Amaranthine - Acoustic | 2015-10-30
Epica | Delirium | 2012-01-27
Blind Guardian | Skalds & Shadows | 2006-09-01
Rush | Bastille Day | 1975-09-24
Rush | Fly By Night | 1975-02-15
Dream Theater | Wither - John Petrucci Vocal Demo | 2009-09-14
Edenbridge | Winter Winds | 2001
Against Myself | Cross Eternity | 2015-01-26
Age Of Artemis | Winding Road | 2014-07-18
Stream of Passion | All I Know | 2009-05-29
fox capture plan & bohemianvoodoo | Aquarium | 2016-12-07
Within Temptation; Chris Jones | Utopia (feat. Chris Jones) | 2009-10-22
Pearl Jam | Sleeping By Myself | 2013-01-01
Norman Greenbaum | Spirit In The Sky | 1969-01-01
Helloween | I Want Out | 1993
Epica | Canvas of Life - Acoustic Version | 2014-05-03
Epica | Tides of Time | 2009-10-17
Ayreon; Amanda Somerville; Cammie Gilbert; Joost van den Broek; Marty Friedman; Tom Baker | Message from Beyond (feat. Tom Baker, Amanda Somerville, Cammie Gilbert, Marty Friedman, Joost van den Broek) | 2020-09-25
Ayreon; Joost van den Broek; Marcela Bovio; Simone Simons; Tom Baker | Seven Days, Seven Nights (feat. Tom Baker, Simone Simons, Marcela Bovio, Joost van den Broek) | 2020-09-25
Ayreon; Cammie Gilbert; Joost van den Broek; Marcela Bovio; Tom Baker; Tommy Karevik | Two Worlds Now One (feat. Tom Baker, Tommy Karevik, Cammie Gilbert, Marcela Bovio, Joost van den Broek) | 2020-09-25
Ayreon; Caroline Westendorp; Joost van den Broek; Marcela Bovio; Simone Simons; Tom Baker | Listen to My Story (feat. Tom Baker, Simone Simons, Marcela Bovio, Caroline Westendorp, Joost van den Broek) | 2020-09-25
Sergei Rachmaninoff; Valentina Lisitsa; London Symphony Orchestra; Michael Francis | Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto | 2012-01-01
Peter Hollens; Malukah; The Hollensfamily | Will The Circle Be Unbroken | 2021-06-14
Tommy Emmanuel; Jason Isbell | Deep River Blues (feat. Jason Isbell) | 2020-05-08
Creedence Clearwater Revival | Fortunate Son | 1969-11-02
The Boomtown Rats | I Don't Like Mondays | 1979
Alina Gingertail | Daughter of the Sea (Rus) | 2020-06-02
Colter Wall | Western Swing & Waltzes | 2020-08-28
Symphony X | Of Sins and Shadows | 1997
Symphony X | Sea of Lies | 1997
John Petrucci | Temple Of Circadia | 2020-08-28
John Petrucci | Snake In My Boot | 2020-08-28
John Petrucci | The Way Things Fall | 2020-08-28
John Petrucci | Out Of The Blue | 2020-08-28
John Petrucci | Terminal Velocity | 2020-08-28
Powerglove | Gotta Catch 'em All | 2010-09-28
Rush | Different Strings | 2020-05-29
Rush | The Spirit Of Radio | 2020-05-29
The Dubliners | Carrickfergus | 2011-03-11
Daniela Andrade | Crazy | 2014-01-02
Hurray For The Riff Raff | Crash on the Highway | 2014-02-11
Joshua Lee Turner | At Home | 2020-08-07
Joshua Lee Turner | Nebraska Dreams | 2020-08-07
Joshua Lee Turner | Introduction | 2020-08-07
Ween | Ocean Man | 1997-04-18
John Petrucci | Wishful Thinking | 2005-03-01
John Petrucci | Lost Without You | 2005-03-01
John Petrucci | Glasgow Kiss | 2005-03-01
Louis Armstrong | When the saints go marchin' in | 2020-07-10
Guus Dielissen | River Flows In You - Guitar Version | 2019-09-21
Guus Dielissen | Make You Feel My Love (Instrumental Guitar) | 2020-07-21
Guus Dielissen | Love Of My Life (Instrumental Guitar) | 2019-03-05
Guus Dielissen | Take On Me (Instrumental Guitar) | 2019-03-05
Ramin Djawadi | Goodbye Brother - From The "Game Of Thrones" Soundtrack | 2011-01-01
Marcin Przybyłowicz | Geralt Of Rivia | 2015-08-26
Marcin Przybyłowicz | The Vagabond | 2015-08-26
Leon Alex | Davy Jones Theme (Pirates of the Caribbean) | 2018-02-28
John Williams; London Symphony Orchestra | The Imperial March (Darth Vader's Theme) | 1980-01-01
Gustavo Santaolalla | The Last of Us Part II | 2020-06-19
Dmitri Shostakovich; Riccardo Chailly; Concertgebouworkest | Jazz Suite No. 2 : 6. Waltz II | 2015-09-21
David Arnold & Michael Price | Opening Titles | 2012-03-13
Dan Romer | Now That This Old World Is Ending | 2018-03-27
Danny Elfman | Main Title | 2002-05-02
Beyond The Guitar | Warbringers: Jaina - Daughter of the Sea (From "World of Warcraft: Battle for Azeroth") | 2018-10-02
Beyond The Guitar | Hearthstone Main Theme / Pull Up A Chair (From "Hearthstone: Heroes of Warcraft") | 2018-10-02
Beyond The Guitar | Evil Morty Theme (For The Damaged Coda) | 2018-01-25
Alan Silvestri | I'm Forrest... Forrest Gump | 1994-08-02
Joe Hisaishi | Reprise | 2001-07-18
Nino Rota | Love Theme From "The Godfather" | 1991-01-01
Alan Silvestri | Back To The Future: Back To The Future - From "Back To The Future" | 1999-09-20
John Williams | Rey's Theme | 2015-12-18
John Williams; London Symphony Orchestra | Across the Stars (Love Theme from "Star Wars: Attack of the Clones") | 2002-04-23
John Williams | Hedwig's Theme | 2001-10-30
John Williams; London Symphony Orchestra | Duel of the Fates | 1999-05-04
Howard Shore | Concerning Hobbits | 2001-11-19
Marcin Przybyłowicz | Kaer Morhen | 2015-08-26
Do As Infinity | 深い森 | 2001-09-19
Sharon Van Etten | The End of the World | 2017-03-03
Teres | A Dream Is a Wish Your Heart Makes | 2018-03-02
Pearl Jam | Future Days | 2013-01-01
Eva Cassidy | Chain of Fools | 2008
Eva Cassidy | Over the Rainbow | 2011-01-31
Eva Cassidy | Wayfaring Stranger | 2011-01-31
Eva Cassidy | Something's Got A Hold On Me | 2015-11-13
Eva Cassidy | Over The Rainbow | 2015-11-13
Eva Cassidy | Caravan | 2015-11-13
Eva Cassidy | What A Wonderful World | 1997
Eva Cassidy | Danny Boy | 2002
Eva Cassidy | Need Your Love So Bad | 1997
Eva Cassidy | American Tune - Acoustic | 2017-12-08
VNV Nation | Illusion | 2007-04-12
Bonnie Raitt | Can't Find My Way Home - Live | 1972-02-02
Kate Wolf | Carolina Pines | 1985
4 Non Blondes | What's Up? | 1992-01-01
10cc | Dreadlock Holiday | 1978
Gillian Welch | The Way It Goes | 2011-06-28
Patty Griffin | Shine a Different Way | 2015-09-25
Joan Baez | Diamonds And Rust | 2000-01-01
Shawn James | The Guardian (Ellie's Song) | 2020-06-19
Dawn Landes | What Will I Do | 2018-05-02
Neko Case; k.d. lang; Laura Veirs | Behind the Armory | 2016-06-17
The Secret Sisters | Kathy's Song | 2017-06-09
Fleetwood Mac | Landslide - 2017 Remaster | 1975-07-11
Richard Cheese | Darth Vader's Theme (Live in Los Angeles) [Live] | 2007-10-23
Pure Reason Revolution | Apprentice of the Universe | 2006-04-08
Pure Reason Revolution | Goshens Remains | 2006-04-08
Gustavo Santaolalla | Home | 2013-06-07
Liquid Tension Experiment; Mike Portnoy; John Petrucci; Tony Levin; Jordan Rudess | Kindred Spirits | 1998-03-10
Gustavo Santaolalla; Alan Umstead | The Last of Us (You and Me) | 2013-06-07
Gustavo Santaolalla | The Last of Us (Astray) | 2014-02-07
FamilyJules; John Petrucci | Super Mario Bros. Theme | 2018-01-30
Riverside | I Turned You Down | 2005
Riverside | After | 2005
Scorpions | Lorelei | 2010-03-19
Scorpions | Still Loving You - 2015 - Remaster | 1984-03-27
Aviv Geffen | אור הירח | 1992-05-28
Aviv Geffen; Idan Raichel | קוצים | 2012-01-01
David Arkenstone; Jason Hayes | Lion's Pride | 2007-10-08
Ane Brun | Make You Feel My Love | 2017-10-06
Electric Light Orchestra | Ticket to the Moon | 1981-08-01
Shawn James | Through the Valley | 2020-06-05
Joni Mitchell | California | 1971-06-22
Kathleen Edwards | A Soft Place To Land | 2012-01-01
Jake Bugg | Lightning Bolt | 2012-01-01
Marcel Depuis | Sonata Pathétique | 2017-01-02
Anime Kei | Through the Valley - Inspired by "Last of Us 2" | 2016-12-20
Julian Lage | Nocturne (Live) | 2016-11-11
Gustavo Santaolalla | The Last of Us (Goodnight) | 2013-06-07
Raney Shockne; Elizaveta; Nick Stoubis | Samson | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Rise | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Sera | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Bard Maker | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Nightengales Eyes | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Grey Warden | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Enchanters | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Empress of Fire | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | Once We Were | 2015-02-17
Raney Shockne; Elizaveta; Nick Stoubis | I Am the One | 2015-02-17
Camel | Rhayader | 1975-04-15
Joan Baez | Don't Think Twice, It's All Right | 2006-01-01
Joan Baez | The Night They Drove Old Dixie Down | 2009-10-13
ABBA | Lay All Your Love On Me | 1980
ABBA | Super Trouper | 1980
ABBA | Gimme! Gimme! Gimme! (A Man After Midnight) | 1979
Epica | Universal Love Squad | 2016-09-30
Epica | Safeguard To Paradise | 2007-09-07
Delain | Cordell | 2013-08-01
After Forever | Cry With A Smile | 2007-04-20
After Forever | Energize Me | 2007-04-20
Aria | Штиль | 2001-05-13
Epica | Canvas of Life | 2014-05-02
Shawn James | The Weak End | 2019-03-22
Old Gods of Asgard | The Poet and the Muse | 2016-02-19
Evanescence | Wasted On You | 2020-04-24
Floor Jansen | De Beelden Blijven (song for War Child) | 2020-05-14
Мельница | Дороги | 2012-04-28
Sharm; Alison M. Sparrow | Daughter of the Sea | 2019-03-15
Nightwish | Élan | 2015-03-27
Emil Ernebro | Happy New Year | 2017-11-29
Emil Ernebro | I'll Be Home for Christmas | 2017-11-29
Filip Jers; Emil Ernebro | Someday My Prince Will Come | 2019-09-22
Nightwish | Last of the Wilds - Live, at Wacken, 2013 | 2013-11-29
Ramin Djawadi | Brain Damage | 2020-05-03
Jan Johansson | Klara stjärnor | 1968
Novembers Doom | What Could Have Been | 2011-01-01
Nightwish | Ghost River - Live, at Wacken, 2013 | 2013-11-29
Metallica | Mama Said | 1996-01-01
Poison | Every Rose Has Its Thorn - Remastered 2003 | 1988-03-21
Melodicka Bros | Take On Me (Folk / Celtic) | 2020-02-24
Melodicka Bros | Through the Fire and Flames (Slow) [Remastered] | 2020-01-21
Mandy Jones | Desperado | 2020-01-24
Hem | You Can't Always Get What You Want | 2011-05-17
Jules Renauld; George White Group | Hey Jude | 2008
Camille Saint-Saëns; Orchestre Symphonique de Montréal; Andrew Wan; Kent Nagano | Danse Macabre, Op. 40, R.171 | 2016-10-14
Philip Glass; Paul Leonard-Morgan | Walk to School | 2020-04-03
Frédéric Chopin; Luis Fernando Pérez | Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1 | 2010-05-18
Kelly Valleau | Metallica - Fade to Black | 2012-03-20
King's X | Pray | 2008-05-20
Billie Eilish | bad guy | 2019-03-29
Ayreon | The Source Will Flow | 2017-04-14
Ayreon | All That Was | 2017-04-14
Ayreon | The Sixth Extinction | 2008-01-01
Ayreon | River Of Time | 2008-01-01
Ayreon | The Truth Is In Here | 2008-01-01
Ayreon | Waking Dreams | 2008-01-01
Ayreon | The Fifth Extinction | 2008-01-01
Ayreon | Valley Of The Queens - 20th Anniversary Remix | 2018-10-26
Ayreon | Time Beyond Time - 20th Anniversary Remix | 2018-10-26
Ayreon | Amazing Flight - 20th Anniversary Remix | 2018-10-26
Pagan Fury; Paradox Interactive | Stormbringer | 2019-02-23
Nightwish | All the Works of Nature Which Adorn the World - Moors | 2020-04-10
Nightwish | All the Works of Nature Which Adorn the World - The Green | 2020-04-10
Nightwish | All the Works of Nature Which Adorn the World - Ad Astra | 2020-04-10
Nightwish | Shudder Before the Beautiful | 2015-03-27
Nightwish | Kuolema Tekee Taiteilijan | 2004-06-07
Nightwish | Deep Silent Complete - Live | 2019-12-06
Nightwish | Deep Silent Complete | 2000
Nightwish | Dead Boy's Poem - Live | 2019-12-06
Nightwish | Away | 2001
Nightwish | Dead Boy's Poem | 2000
Nightwish | Come Cover Me | 2000
Nightwish | Come Cover Me - Live | 2019-12-06
Nightwish | The Riddler | 1998
Apocalyptica | Nothing Else Matters | 1998-01-01
Hydria | Queen Of Rain | 2010-11-26
Rainbow | I Surrender | 1981-02-03
Dio | Rainbow In The Dark | 1983
Dio | Holy Diver | 1983
Mudmen Inc. | The Night Pat Murphy Died | 2012-02-17
Halestorm | Bad Romance | 2011-03-22
Orphaned Land | Ocean Land (The Revelation) | 2004-07-13
Nightwish | How's the Heart? | 2020-04-10
Nightwish | Harvest | 2020-04-10
Nightwish | Noise | 2020-04-10
Nightwish | Music | 2020-04-10
ERA | Ameno | 2002-01-01
Nightwish | Eva - Instrumental Version | 2007-09-28
Nightwish | The Poet and the Pendulum - Instrumental Version | 2007-09-28
Nightwish | Bye Bye Beautiful - Instrumental Version | 2007-09-28
Nightwish | Amaranth - Instrumental Version | 2007-09-28
Nightwish | Meadows of Heaven - Instrumental Version | 2007-09-28
Nightwish | Last of the Wilds - Instrumental | 2007-09-28
Nightwish | 7 Days to the Wolves - Instrumental Version | 2007-09-28
Ramin Djawadi | Sweet Child O' Mine | 2020-02-21
Lacuna Coil | Enjoy the Silence - cover version | 2006
Epica | Unleashed | 2009-10-17
Nightwish | Stargazers | 1998-01-01
Nightwish | Swanheart | 1998-01-01
Nightwish | Elvenpath - Remastered | 2018-03-09
Nightwish | 7 Days to the Wolves | 2008-10-17
Nightwish | 7 Days to the Wolves - Live, at Wembley, 2015 | 2017-03-24
Nightwish | Amaranth - Live, at Wacken, 2013 | 2013-11-29
Nightwish | Imaginaerum | 2011-12-02
Nightwish | Song Of Myself - Instrumental | 2011-12-02
Nightwish | Song Of Myself | 2011-12-02
Nightwish | The Crow, The Owl And The Dove - Instrumental | 2011-12-02
Nightwish | The Crow, The Owl And The Dove | 2011-12-02
Nightwish | Ghost River - Instrumental | 2011-12-02
Nightwish | While Your Lips Are Still Red - Live, at Wembley, 2015 | 2017-03-24
Stream of Passion | Run Away | 2009-05-29
Stream of Passion | In The End | 2009-05-29
Xandria | Dark Night of the Soul | 2017-01-27
Arjen Anthony Lucassen | Battle of Evermore | 2012-01-26
Amberian Dawn | Willow of Tears | 2009-05-06
Stream of Passion | Street Spirit | 2009-05-29
Epica | Solitary Ground | 2005-04-21
Nightwish | Where Were You Last Night | 2004-09-20
Nightwish | The Heart Asks Pleasure First | 2012-03-02
